PAU8,YAL068C
PROTEASOME REGULATORY PARTICLE LID SUBUNIT RPN11,YFR004W
MPR1,YFR004W
MRNA SPLICING PROTEIN SAD1,YFR005C
PUTATIVE XAA-PRO DIPEPTIDASE,YFR006W
AIM12,YFR007W
PUTATIVE AAA FAMILY ATPASE GCN20,YFR009W
UBIQUITIN-SPECIFIC PROTEASE UBP6,YFR010W
AIM13,YFR011C
MCS19,YFR011C
CALMODULIN-DEPENDENT PROTEIN KINASE CMK1,YFR014C
GLYCOGEN (STARCH) SYNTHASE GSY1,YFR015C
1-PHOSPHATIDYLINOSITOL-3-PHOSPHATE 5-KINASE,YFR019W
SVL7,YFR019W
PHOSPHOINOSITIDE BINDING PROTEIN ATG18,YFR021W
SVP1,YFR021W
AUT10,YFR021W
CVT18,YFR021W
NMR1,YFR021W
ART7,YFR022W
YFR024C,YFR024C-A
HISTIDINOL-PHOSPHATASE,YFR025C
CTF7,YFR027W
PHOSPHOPROTEIN PHOSPHATASE CDC14,YFR028C
RAA2,YFR029W
SSY3,YFR029W
SULFITE REDUCTASE SUBUNIT ALPHA,YFR030W
CONDENSIN SUBUNIT SMC2,YFR031C
UL2,"YFR031C-A,YIL018W"
RIBOSOMAL 60S SUBUNIT PROTEIN L2A,YFR031C-A
L2,"YFR031C-A,YIL018W"
RP8,"YFR031C-A,YIL018W"
YL6,"YFR031C-A,YIL018W"
L5A,YFR031C-A
RPL5B,YFR031C-A
EL29,YFR032C-A
RIBOSOMAL 60S SUBUNIT PROTEIN L29,YFR032C-A
L29E,YFR032C-A
YL43,YFR032C-A
UBIQUINOL--CYTOCHROME-C REDUCTASE SUBUNIT 6,YFR033C
UCR6,YFR033C
COR3,YFR033C
PHOSPHATE-SENSING TRANSCRIPTION FACTOR PHO4,YFR034C
PHOD,YFR034C
ANAPHASE PROMOTING COMPLEX SUBUNIT CDC26,YFR036W
SCD26,YFR036W
HIT3,YFR036W
SWH3,YFR037C
PUTATIVE ATPASE,YFR038W
METALLODIPEPTIDASE,YFR044C
CENTROMERE-BINDING PROTEIN CNN1,YFR046C
NICOTINATE-NUCLEOTIDE DIPHOSPHORYLASE (CARBOXYLATING),YFR047C
QPT1,YFR047C
KGD4,YFR049W
MITOCHONDRIAL 37S RIBOSOMAL PROTEIN YMR31,YFR049W
PROTEASOME CORE PARTICLE SUBUNIT BETA 7,YFR050C
COATOMER SUBUNIT DELTA,YFR051C
PROTEASOME REGULATORY PARTICLE LID SUBUNIT RPN12,YFR052W
NIN1,YFR052W
HEXOKINASE 1,YFR053C
CYSTEINE-S-CONJUGATE BETA-LYASE IRC7,YFR055W
SERIPAUPERIN PAU11,YGL261C
"ALPHA-1,3-MANNOSYLTRANSFERASE MNT2",YGL257C
ALCOHOL DEHYDROGENASE ADH4,YGL256W
ZRG5,YGL256W
NRC465,YGL256W
HIGH-AFFINITY ZN(2+) TRANSPORTER ZRT1,YGL255W
RSU1,YGL254W
NRC299,YGL254W
HEXOKINASE 2,YGL253W
SCI2,YGL253W
HKB,YGL253W
HEX1,YGL253W
MER3,YGL251C
SUT534,RME3
"3',5'-CYCLIC-NUCLEOTIDE PHOSPHODIESTERASE PDE1",YGL248W
DECAPPING NUCLEASE,YGL246C
GLUTAMATE--TRNA LIGASE GUS1,YGL245W
GLURS,YGL245W
GSN1,YGL245W
CSL3,YGL244W
TRNA-SPECIFIC ADENOSINE DEAMINASE,YGL243W
ANAPHASE PROMOTING COMPLEX SUBUNIT DOC1,YGL240W
APC10,YGL240W
IMPORTIN-ALPHA EXPORT RECEPTOR,YGL238W
KAP109,YGL238W
TRNA MODIFICATION PROTEIN MTO1,YGL236C
IPS1,YGL236C
BIFUNCTIONAL AMINOIMIDAZOLE RIBOTIDE SYNTHASE/GLYCINAMIDE RIBOTIDE SYNTHASE,YGL234W
RAB GTPASE-BINDING EXOCYST SUBUNIT SEC15,YGL233W
PUTATIVE TRNA ACETYLTRANSFERASE,YGL232W
CHAPERONE EMC4,YGL231C
GLUCOSE-INDUCED DEGRADATION COMPLEX SUBUNIT VID30,YGL227W
GID1,YGL227W
DOLICHYL-DIPHOSPHOOLIGOSACCHARIDE--PROTEIN GLYCOTRANSFERASE SUBUNIT,YGL226C-A
GDP-MANNOSE TRANSPORTER,YGL225W
VIG4,YGL225W
LDB3,YGL225W
GOG5,YGL225W
VAN2,YGL225W
NUCLEOTIDASE,YGL224C
GOLGI TRANSPORT COMPLEX SUBUNIT COG1,YGL223C
SEC36,YGL223C
LDB11,YGL223C
COD3,YGL223C
HYPOTHETICAL PROTEIN,YGL221C
FRA2,YGL220W
AIM15,YGL220W
ERMES COMPLEX SUBUNIT MDM34,YGL219C
MMM2,YGL219C
TUBULIN-DEPENDENT ATPASE KIP3,YGL216W
SKI COMPLEX SUBUNIT WD REPEAT PROTEIN SKI8,YGL213C
REC103,YGL213C
VPL24,YGL212W
VPS43,YGL212W
TUC1,YGL211W
YGL210W-A,YGL211W
RAB FAMILY GTPASE YPT32,YGL210W
MLZ1,YGL209W
SPM2,YGL208W
CHROMATIN-REMODELING PROTEIN SPT16,YGL207W
CDC68,YGL207W
CLATHRIN HEAVY CHAIN,YGL206C
SWA5,YGL206C
ACYL-COA OXIDASE,YGL205W
FOX1,YGL205W
SERINE-TYPE CARBOXYPEPTIDASE,YGL203C
BIFUNCTIONAL 2-AMINOADIPATE TRANSAMINASE/AROMATIC-AMINO-ACID:2-OXOGLUTARATE TRANSAMINASE,YGL202W
MCM DNA HELICASE COMPLEX SUBUNIT MCM6,YGL201C
BST2,YGL200C
D-SERINE AMMONIA-LYASE DSD1,YGL196W
AAS103,YGL195W
NDR1,YGL195W
HISTONE DEACETYLASE HOS2,YGL194C
RTL1,YGL194C
MRNA (N6-ADENOSINE)-METHYLTRANSFERASE,YGL192W
SPO8,YGL192W
IME4-AS,RME2
CYTOCHROME C OXIDASE SUBUNIT VIA,YGL191W
TMR4,YGL190C
PROTEIN PHOSPHATASE 2A REGULATORY SUBUNIT CDC55,YGL190C
RIBOSOMAL 40S SUBUNIT PROTEIN S26A,YGL189C
RPS26,YGL189C
CYTOCHROME C OXIDASE SUBUNIT IV,YGL187C
PUTATIVE HYDROXYACID DEHYDROGENASE,YGL185C
CYSTATHIONINE BETA-LYASE STR3,YGL184C
FHT1,YGL181W
SERINE/THREONINE PROTEIN KINASE ATG1,YGL180W
APG1,YGL180W
CVT10,YGL180W
AUT3,YGL180W
SERINE/THREONINE PROTEIN KINASE TOS3,YGL179C
UTH4,YGL178W
PUF5,YGL178W
SSDNA ENDODEOXYRIBONUCLEASE SAE2,YGL175C
COM1,YGL175C
CWC26,YGL174W
CHROMATIN-BINDING EXONUCLEASE XRN1,YGL173C
KEM1,YGL173C
SKI1,YGL173C
SEP1,YGL173C
RAR5,YGL173C
DST2,YGL173C
FG-NUCLEOPORIN NUP49,YGL172W
NSP49,YGL172W
RNA-DEPENDENT ATPASE ROK1,YGL171W
THREONYLCARBAMOYLADENYLATE SYNTHASE,YGL169W
CA(2+)/MN(2+)-TRANSPORTING P-TYPE ATPASE PMR1,YGL167C
LDB1,YGL167C
BSD1,YGL167C
ACE1,YGL166W
DNA-DEPENDENT ATPASE RAD54,YGL163C
XRS1,YGL163C
PUTATIVE METALLOREDUCTASE,YGL160W
YNO1,YGL160W
PUTATIVE SERINE/THREONINE PROTEIN KINASE RCK1,YGL158W
CARBONYL REDUCTASE (NADPH-DEPENDENT) ARI1,YGL157W
ALPHA-MANNOSIDASE,YGL156W
PROTEIN GERANYLGERANYLTRANSFERASE TYPE I SUBUNIT CDC43,YGL155W
SSX4,YGL151W
MED5,YGL151W
CHROMATIN-REMODELING ATPASE INO80,YGL150C
BIFUNCTIONAL CHORISMATE SYNTHASE/RIBOFLAVIN REDUCTASE [NAD(P)H] ARO2,YGL148W
RIBOSOMAL 60S SUBUNIT PROTEIN L9A,YGL147C
L9A,YGL147C
L8A,"YGL147C,YHL033C"
PUTATIVE LIPASE ROG1,YGL144C
"PUTATIVE GLYCOSYLPHOSPHATIDYLINOSITOL-ALPHA 1,2 MANNOSYLTRANSFERASE",YGL142C
UBIQUITIN-UBIQUITIN LIGASE HUL5,YGL141W
HUF3,YGL139W
COATOMER SUBUNIT BETA',YGL137W
21S RRNA (URIDINE2791-2'-O) METHYLTRANSFERASE,YGL136C
RIBOSOMAL 60S SUBUNIT PROTEIN L1B,YGL135W
L1B,YGL135W
SSM2,YGL135W
DNA-BINDING E3 UBIQUITIN-PROTEIN LIGASE SNT2,YGL131C
MRNA GUANYLYLTRANSFERASE ,YGL130W
MITOCHONDRIAL 37S RIBOSOMAL PROTEIN RSM23,YGL129C
U2-TYPE SPLICEOSOMAL COMPLEX SUBUNIT CWC23,YGL128C
MED31,YGL127C
FIT2B,YGL126W
METHYLENETETRAHYDROFOLATE REDUCTASE (NAD(P)H) MET13,YGL125W
MRPL45,YGL125W
MET11,YGL125W
AUT12,YGL124C
US5,YGL123W
RIBOSOMAL 40S SUBUNIT PROTEIN S2,YGL123W
RP12,YGL123W
YS5,YGL123W
SUP138,YGL123W
SUP44,YGL123W
SUP38,YGL123W
RPS4,YGL123W
MRNA-BINDING PROTEIN NAB2,YGL122C
DEAH-BOX ATP-DEPENDENT RNA HELICASE PRP43,YGL120C
JA1,YGL120C
PROTEIN KINASE COQ8,YGL119W
ABC1,YGL119W
UBIQUITIN-PROTEIN TRANSFERASE ACTIVATING PROTEIN CDC20,YGL116W
PAC5,YGL116W
AMP-ACTIVATED SERINE/THREONINE-PROTEIN KINASE REGULATORY SUBUNIT SNF4,YGL115W
SCI1,YGL115W
CAT3,YGL115W
OPT3,YGL114W
TAFII60,YGL112C
TAF60,YGL112C
RIBOSOME BIOSYNTHESIS PROTEIN NSA1,YGL111W
PUTATIVE SUGAR TRANSPORTER,YGL104C
UL15,YGL103W
RIBOSOMAL 60S SUBUNIT PROTEIN L28,YGL103W
L15,YGL103W
RP44,YGL103W
YL24,YGL103W
L28,YGL103W
CYH2,YGL103W
PUTATIVE GTPASE LSG1,YGL099W
KRE35,YGL099W
RUF2,snR82
SNAP RECEPTOR USE1,YGL098W
SLT1,YGL098W
RAN GUANYL-NUCLEOTIDE EXCHANGE FACTOR,YGL097W
TSM437,YGL097W
PRP20,YGL097W
MTR1,YGL097W
VPL28,YGL095C
STT10,YGL095C
POLY(A)-SPECIFIC RIBONUCLEASE,YGL094C
NUCLEOCYTOPLASMIC TRANSPORTER NUP145,YGL092W
RAT10,YGL092W
FE-S CLUSTER-BINDING ATPASE,YGL091C
E2  UBIQUITIN-CONJUGATING PROTEIN MMS2,YGL087C
COILED-COIL DOMAIN-CONTAINING PROTEIN MAD1,YGL086W
O-ACYLTRANSFERASE,YGL084C
PYRUVATE TRANSPORTER MPC1,YGL080W
FMP37,YGL080W
KIB1,YGL079W
RNA-DEPENDENT ATPASE DBP3,YGL078C
RIBOSOMAL 60S SUBUNIT PROTEIN L7A,YGL076C
L7A,YGL076C
MMC1,YGL075C
STRESS-RESPONSIVE TRANSCRIPTION FACTOR HSF1,YGL073W
MAS3,YGL073W
EXA3,YGL073W
DNA-BINDING TRANSCRIPTION FACTOR AFT1,YGL071W
RCS1,YGL071W
DNA-DIRECTED RNA POLYMERASE II CORE SUBUNIT RPB9,YGL070C
B12.6,YGL070C
SSU73,YGL070C
SHI,YGL070C
MITOCHONDRIAL NUCLEOID PROTEIN MNP1,YGL068W
SRF3,YGL069C
NAD(+) DIPHOSPHATASE,YGL067W
DEUBIQUITINATION MODULE SUBUNIT SGF73,YGL066W
SCA7,YGL066W
"GDP-MAN:MAN(1)GLCNAC(2)-PP-DOLICHOL ALPHA-1,3-MANNOSYLTRANSFERASE",YGL065C
PSEUDOURIDINE SYNTHASE PUS2,YGL063W
PYRUVATE CARBOXYLASE 1,YGL062W
YBH1,YGL060W
PROTEIN KINASE PKP2,YGL059W
E2 UBIQUITIN-CONJUGATING PROTEIN RAD6,YGL058W
PSO8,YGL058W
UBC2,YGL058W
STEAROYL-COA 9-DESATURASE,YGL055W
MDM2,YGL055W
CORNICHON FAMILY PROTEIN,YGL054C
PHEROMONE-REGULATED DUP240 FAMILY PROTEIN PRM8,YGL053W
DUP240 FAMILY PROTEIN MST27,YGL051W
TRNA METHYLTRANSFERASE TYW3,YGL050W
TRANSLATION INITIATION FACTOR EIF4G,"YGL049C,YGR162W"
EIF4G2,YGL049C
PROTEASOME REGULATORY PARTICLE BASE SUBUNIT RPT6,YGL048C
SUG1,YGL048C
SCB68,YGL048C
CRL3,YGL048C
CIM3,YGL048C
N-ACETYLGLUCOSAMINYLDIPHOSPHODOLICHOL N-ACETYLGLUCOSAMINYLTRANSFERASE CATALYTIC SUBUNIT ALG13,YGL047W
ART9,YGL045W
YGL046W,YGL045W
PAL3,YGL045W
SII,YGL043W
S-II,YGL043W
TFIIS,YGL043W
P37,YGL043W
PPR2,YGL043W
PORPHOBILINOGEN SYNTHASE HEM2,YGL040C
OLE4,YGL040C
SLU1,YGL040C
LDB12,YGL038C
NGD29,YGL038C
NICOTINAMIDASE,YGL037C
TRANSCRIPTION FACTOR MIG1,YGL035C
TDS22,YGL035C
SSN1,YGL035C
CAT4,YGL035C
EL24,"YGL031C,YGR148C"
RIBOSOMAL 60S SUBUNIT PROTEIN L24A,YGL031C
L24E,"YGL031C,YGR148C"
RP29,"YGL031C,YGR148C"
YL21,"YGL031C,YGR148C"
L30A,YGL031C
L24A,YGL031C
RPL30A,YGL031C
EL30,YGL030W
RIBOSOMAL 60S SUBUNIT PROTEIN L30,YGL030W
L30E,YGL030W
RP73,YGL030W
YL38,YGL030W
"PUTATIVE GLUCAN ENDO-1,3-BETA-D-GLUCOSIDASE",YGL028C
DER7,YGL027C
GLS1,YGL027C
TRYPTOPHAN SYNTHASE TRP5,YGL026C
SST3,YGL024W
MED3,YGL025C
HRS1,YGL025C
DOLICHYL-DIPHOSPHOOLIGOSACCHARIDE--PROTEIN GLYCOSYLTRANSFERASE SUBUNIT STT3,YGL022W
PROTEIN KINASE ALK1,YGL021W
GET COMPLEX SUBUNIT GET1,YGL020C
MDM39,YGL020C
CASEIN KINASE 2 REGULATORY SUBUNIT CKB1,YGL019W
J-TYPE CHAPERONE JAC1,YGL018C
ARGINYLTRANSFERASE,YGL017W
PDR6,YGL016W
YGL023,YGL014W
DRUG-RESPONSIVE TRANSCRIPTION FACTOR PDR1,YGL013C
TPE3,YGL013C
TPE1,YGL013C
TIL1,YGL013C
SMR2,YGL013C
NRA2,YGL013C
CYH3,YGL013C
BOR2,YGL013C
AMY1,YGL013C
DELTA(24(24(1)))-STEROL REDUCTASE,YGL012W
PROTEASOME CORE PARTICLE SUBUNIT ALPHA 1,YGL011C
PRC2,YGL011C
3-ISOPROPYLMALATE DEHYDRATASE LEU1,YGL009C
H(+)-EXPORTING P2-TYPE ATPASE PMA1,YGL008C
KTI10,YGL008C
CALCIUM-TRANSPORTING ATPASE PMC1,YGL006W
GOLGI TRANSPORT COMPLEX SUBUNIT COG7,YGL005C
COD5,YGL005C
HCT1,YGL003C
STEROL-4-ALPHA-CARBOXYLATE 3-DEHYDROGENASE (DECARBOXYLATING),YGL001C
AML1,YGR001C
GOD1,YGR002C
EAF2,YGR002C
CULLIN CUL3,YGR003W
CULLIN B,YGR003W
CULB,YGR003W
TRANSCRIPTION FACTOR IIF SUBUNIT TFG2,YGR005C
MRNA SPLICING PROTEIN PRP18,YGR006W
ETHANOLAMINE-PHOSPHATE CYTIDYLYLTRANSFERASE,YGR007W
MUQ1,YGR007W
ATPASE-STABILIZING FACTOR FAMILY PROTEIN,YGR008C
HSS7,YGR009C
NICOTINAMIDE-NUCLEOTIDE ADENYLYLTRANSFERASE NMA2,YGR010W
PUTATIVE CYSTEINE SYNTHASE,YGR012W
4-AMINOBUTYRATE TRANSAMINASE,YGR019W
H(+)-TRANSPORTING V1 SECTOR ATPASE SUBUNIT F,YGR020C
HAH1,YGR021W
TRNA GUANYLYLTRANSFERASE,YGR024C
RIBOSOMAL 40S SUBUNIT PROTEIN S25A,YGR027C
S31A,YGR027C
S25A,YGR027C
RPS31A,YGR027C
YTA4,YGR028W
RIBONUCLEASE P/MRP PROTEIN SUBUNIT POP6,YGR030C
"1,3-BETA-GLUCAN SYNTHASE GSC2",YGR032W
FKS2,YGR032W
FMP17,YGR033C
RIBOSOMAL 60S SUBUNIT PROTEIN L26B,YGR034W
L26B,YGR034W
CWH8,YGR036C
LONG-CHAIN FATTY ACID TRANSPORTER ACB1,YGR037C
SPHINGOLIPID HOMEOSTASIS PROTEIN ORM1,YGR038W
MITOGEN-ACTIVATED SERINE/THREONINE-PROTEIN KINASE KSS1,YGR040W
SEDOHEPTULOSE-7-PHOSPHATE:D-GLYCERALDEHYDE-3-PHOSPHATE TRANSALDOLASE NQM1,YGR043C
CSP1,YGR044C
PUTATIVE PHOSPHATIDATE CYTIDYLYLTRANSFERASE,YGR046W
MMP37,YGR046W
TRANSCRIPTION FACTOR TFIIIC SUBUNIT TFC4,YGR047C
TAU 131,YGR047C
PCF1,YGR047C
POLYUBIQUITIN-BINDING PROTEIN UFD1,YGR048W
PROTEIN KINASE FMP48,YGR052W
RSC SUBUNIT PROTEIN RSC1,YGR056W
SEPTIN SPR3,YGR059W
METHYLSTEROL MONOOXYGENASE,YGR060W
PHOSPHORIBOSYLFORMYLGLYCINAMIDINE SYNTHASE,YGR061C
MEMBRANE INSERTASE COX18,YGR062C
OXA2,YGR062C
TRANSCRIPTION ELONGATION FACTOR SPT4,YGR063C
RHO FAMILY GUANINE NUCLEOTIDE EXCHANGE FACTOR ROM1,YGR070W
SKC1,YGR070W
SUP112,YGR072W
SUA6,YGR072W
MRNA SPLICING PROTEIN SMD1,YGR074W
SPP92,YGR074W
U4/U6-U5 SNRNP COMPLEX SUBUNIT PRP38,YGR075C
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN YML25,YGR076C
AFO1,YGR076C
YML25,YGR076C
YMR26,YGR076C
PAS6,YGR077C
TUBULIN-BINDING PREFOLDING COMPLEX SUBUNIT PAC10,YGR078C
RKS2,YGR078C
PFD3,YGR078C
GIM2,YGR078C
MOM19,YGR082W
MAS20,YGR082W
TRANSLATION INITIATION FACTOR EIF2B SUBUNIT DELTA,YGR083C
GCD12,YGR083C
MITOCHONDRIAL 37S RIBOSOMAL PROTEIN YMS-A,YGR084C
RIBOSOMAL 60S SUBUNIT PROTEIN L11B,YGR085C
RP39B,YGR085C
L16A,"YGR085C,YIL133C"
L11B,YGR085C
LIPID-BINDING PROTEIN PIL1,YGR086C
INDOLEPYRUVATE DECARBOXYLASE 6,YGR087C
CATALASE T,YGR088W
SPS101,YGR088W
RRNA-PROCESSING PROTEIN UTP22,YGR090W
U4/U6-U5 SNRNP COMPLEX SUBUNIT PRP31,YGR091W
SERINE/THREONINE-PROTEIN KINASE DBF2,YGR092W
VALINE--TRNA LIGASE,YGR094W
EXOSOME NON-CATALYTIC CORE SUBUNIT RRP46,YGR095C
THIAMINE TRANSPORTER TPC1,YGR096W
RGC2,YGR097W
SEPARASE,YGR098C
GYP2,YGR100W
MIC1,YGR100W
RHOMBOID PROTEASE PCP1,YGR101W
RBD1,YGR101W
MDM37,YGR101W
GLUTAMYL-TRNA(GLN) AMIDOTRANSFERASE SUBUNIT F,YGR102C
MRNA-BINDING RIBOSOME SYNTHESIS PROTEIN NOP7,YGR103W
YPH1,YGR103W
MED18,YGR104C
B-TYPE CYCLIN CLB1,YGR108W
SCB1,YGR108W
B-TYPE CYCLIN CLB6,YGR109C
TY3,"YGRWTy3-1,YILWTy3-1"
CARBOXYLIC ESTER HYDROLASE,YGR110W
CHROMATIN-REMODELING HISTONE CHAPERONE SPT6,YGR116W
SSN20,YGR116W
CRE2,YGR116W
RIBOSOMAL 40S SUBUNIT PROTEIN S23A,YGR118W
S23A,YGR118W
FG-NUCLEOPORIN NUP57,YGR119C
GOLGI TRANSPORT COMPLEX SUBUNIT COG2,YGR120C
SEC35,YGR120C
AMMONIUM PERMEASE MEP1,YGR121C
AMT1,YGR121C
ASPARAGINE SYNTHASE (GLUTAMINE-HYDROLYZING) 2,YGR124W
NTC31,YGR129W
PROHIBITIN SUBUNIT PHB1,YGR132C
E2 UBIQUITIN-PROTEIN LIGASE PEROXIN 4,YGR133W
UBC10,YGR133W
PAS2,YGR133W
CCR4-NOT CORE SUBUNIT CAF130,YGR134W
PROTEASOME CORE PARTICLE SUBUNIT ALPHA 3,YGR135W
NDC10,YGR140W
CTF14,YGR140W
CEP2,YGR140W
CBF3A,YGR140W
BETA-GLUCAN SYNTHESIS-ASSOCIATED PROTEIN SKN1,YGR143W
THIAMINE THIAZOLE SYNTHASE,YGR144W
MOL1,YGR144W
ESP35,YGR144W
RIBOSOME BIOSYNTHESIS PROTEIN ENP2,YGR145W
RIBOSOMAL 60S SUBUNIT PROTEIN L24B,YGR148C
L30B,YGR148C
L24B,YGR148C
RPL30B,YGR148C
DMR1,YGR150C
RRG2,YGR150C
RAS FAMILY GTPASE RSR1,YGR152C
BUD1,YGR152C
TOS10,YGR153W
CYSTATHIONINE BETA-SYNTHASE CYS4,YGR155W
VMA41,YGR155W
STR4,YGR155W
NHS5,YGR155W
CLEAVAGE POLYADENYLATION FACTOR SUBUNIT PTI1,YGR156W
PHOSPHATIDYLETHANOLAMINE N-METHYLTRANSFERASE,YGR157W
PEM1,YGR157W
EXOSOME NON-CATALYTIC CORE SUBUNIT MTR3,YGR158C
EIF4G1,YGR162W
MITOCHONDRIAL 37S RIBOSOMAL PROTEIN MRPS35,YGR165W
KRE11,YGR166W
SCD4,YGR167W
PSEUDOURIDINE SYNTHASE PUS6,YGR169C
YGR169C-C,YGR169C-A
PHOSPHATIDYLSERINE DECARBOXYLASE 2,YGR170W
METHIONINE--TRNA LIGASE MSM1,YGR171C
TRANSPORTER YIP1,YGR172C
GIR1,YGR173W
SQUALENE MONOOXYGENASE,YGR175C
MRS16,YGR178C
RIBONUCLEOTIDE-DIPHOSPHATE REDUCTASE SUBUNIT RNR4,YGR180C
PSO3,YGR180C
CRT3,YGR180C
PROTEIN TRANSLOCASE SUBUNIT TIM13,YGR181W
UBIQUINOL--CYTOCHROME-C REDUCTASE SUBUNIT 9,YGR183C
UCR9,YGR183C
E3 UBIQUITIN-PROTEIN LIGASE UBR1,YGR184C
PTR1,YGR184C
TYROSINE--TRNA LIGASE TYS1,YGR185C
TYRRS,YGR185C
TTS1,YGR185C
TRANSCRIPTION FACTOR IIF SUBUNIT TFG1,YGR186W
RAP74,YGR186W
SSU71,YGR186W
PROTEIN KINASE BUB1,YGR188C
TRANSGLYCOSYLASE,YGR189C
HISTIDINE PERMEASE,YGR191W
GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE (PHOSPHORYLATING) TDH3,YGR192C
GPD,YGR192C
SSS2,YGR192C
HSP36,YGR192C
HSP35,YGR192C
GLD1,YGR192C
XYLULOKINASE,YGR194C
EXOSOME NON-CATALYTIC CORE SUBUNIT SKI6,YGR195W
RRP41,YGR195W
ECM20,YGR195W
DOLICHYL-PHOSPHATE-MANNOSE-PROTEIN MANNOSYLTRANSFERASE PMT6,YGR199W
ELONGATOR SUBUNIT ELP2,YGR200C
KTI3,YGR200C
TOT2,YGR200C
CHOLINE-PHOSPHATE CYTIDYLYLTRANSFERASE,YGR202C
BSR2,YGR202C
PHOSPHATASE YCH1,YGR203W
TRIFUNCTIONAL FORMATE-TETRAHYDROFOLATE LIGASE/METHENYLTETRAHYDROFOLATE CYCLOHYDROLASE/METHYLENETETRAHYDROFOLATE DEHYDROGENASE ADE3,YGR204W
PUTATIVE ATP-DEPENDENT KINASE,YGR205W
UBIQUITIN-BINDING ESCRT-I SUBUNIT PROTEIN MVB12,YGR206W
PHOSPHOSERINE PHOSPHATASE,YGR208W
THIOREDOXIN TRX2,YGR209C
ZINC FINGER-CONTAINING PROTEIN ZPR1,YGR211W
N-ACETYLTRANSFERASE,YGR212W
RIBOSOMAL 40S SUBUNIT PROTEIN S0A,YGR214W
S0A,YGR214W
YST1,YGR214W
NAB1A,YGR214W
MITOCHONDRIAL 37S RIBOSOMAL PROTEIN RSM27,YGR215W
EXPORTIN CRM1,YGR218W
XPO1,YGR218W
KAP124,YGR218W
MITOCHONDRIAL 54S RIBOSOMAL PROTEIN YML9,YGR220C
YML9,YGR220C
U5L,snR7-L
SNR7,"snR7-L,snR7-S"
U5S,snR7-S
AZOLE TRANSPORTER,YGR224W
SPO70,YGR225W
"DOLICHYL-P-GLC:GLC(2)MAN(9)GLCNAC(2)-PP-DOLICHOL ALPHA-1,2- GLUCOSYLTRANSFERASE",YGR227W
ALG10,YGR227W
KNR4,YGR229C
PROHIBITIN SUBUNIT PHB2,YGR231C
VAC6,YGR233C
PHOS,YGR233C
FLAVOHEMOGLOBIN,YGR234W
YHB4,YGR234W
MOS2,YGR235C
MCS29,YGR235C
MIO27,YGR235C
6-PHOSPHOFRUCTOKINASE SUBUNIT ALPHA,YGR240C
MITOCHONDRIAL PYRUVATE CARRIER,"YGR243W,YHR162W"
FMP43,YGR243W
SUCCINATE--COA LIGASE (GDP-FORMING) SUBUNIT BETA,YGR244C
TRANSCRIPTION FACTOR TFIIIB SUBUNIT BRF1,YGR246C
TFIIIB70,YGR246C
TDS4,YGR246C
PCF4,YGR246C
"2',3'-CYCLIC-NUCLEOTIDE 3'-PHOSPHODIESTERASE",YGR247W
6-PHOSPHOGLUCONOLACTONASE SOL4,YGR248W
DHI1,YGR251W
HISTONE ACETYLTRANSFERASE GCN5,YGR252W
AAS104,YGR252W
KAT2,YGR252W
SWI9,YGR252W
ADA4,YGR252W
PROTEASOME CORE PARTICLE SUBUNIT ALPHA 5,YGR253C
DOA5,YGR253C
PHOSPHOPYRUVATE HYDRATASE ENO1,YGR254W
HSP48,YGR254W
"PUTATIVE N,N-DIMETHYLANILINE MONOOXYGENASE COQ6",YGR255C
PHOSPHOGLUCONATE DEHYDROGENASE (DECARBOXYLATING) GND2,YGR256W
SSDNA ENDODEOXYRIBONUCLEASE RAD2,YGR258C
YKS5,YGR261C
SERINE/THREONINE PROTEIN KINASE BUD32,YGR262C
LDB14,YGR262C
STERYL DEACETYLASE,YGR263C
METHIONINE--TRNA LIGASE MES1,YGR264C
METRS,YGR264C
MESI,YGR264C
GTP CYCLOHYDROLASE I,YGR267C
PUTATIVE RNA HELICASE,YGR271W
YGR272C,YGR271C-A
IBI1,YGR273C
KAT4,YGR274C
TAFII145,YGR274C
TAFII130,YGR274C
TAF145,YGR274C
TAF130,YGR274C
RNA82,YGR276C
REX1,YGR276C
PUTATIVE PANTETHEINE-PHOSPHATE ADENYLYLTRANSFERASE,YGR277C
U2-TYPE SPLICEOSOMAL COMPLEX SUBUNIT CWC22,YGR278W
TELOMERASE INHIBITOR,YGR280C
PINX1,YGR280C
GNO1,YGR280C
ATP-BINDING CASSETTE TRANSPORTER YOR1,YGR281W
YRS1,YGR281W
SCW9,YGR282C
ZUOTIN,YGR285C
BIOTIN SYNTHASE,YGR286C
"OLIGO-1,6-GLUCOSIDASE IMA1",YGR287C
TRANSCRIPTION FACTOR MAL13,YGR288W
AGT1,YGR289C
ALPHA-GLUCOSIDASE MAL12,YGR292W
SERIPAUPERIN PAU12,YGR294W
Y' ELEMENT ATP-DEPENDENT HELICASE PROTEIN 1 COPY 3,YGR296W
SERIPAUPERIN PAU13,YHL046C
PUTATIVE ATP-BINDING CASSETTE MULTIDRUG TRANSPORTER VMR1,YHL035C
SSBR1,YHL034C
RIBOSOMAL 60S SUBUNIT PROTEIN L8A,YHL033C
MAK7,YHL033C
GLYCEROL KINASE,YHL032C
YFW1,YHL028W
YHC8,YHL028W
ALKALINE-RESPONSIVE TRANSCRIPTIONAL REGULATOR RIM101,YHL027W
